herding,games,market_abs_error,surging_side_ats,surging_side_cover
low,2959,10.418891517404528,0.04207502534640081,0.5038864481243663
mid,2959,10.23648191956742,0.12529570800946266,0.49611355187563366
high,2959,10.378083812098682,-0.26250422440013516,0.4890165596485299
