measure,sample,threshold,bets,win_rate,ci_low,ci_high,roi
d_hype_tone,train,0.9722204953409129,1569,0.502868068833652,0.47927023581899303,0.5277246653919694,-0.03997914131757352
d_hype_tone,holdout 2026,0.9722204953409129,254,0.48031496062992124,0.41732283464566927,0.5433070866141733,-0.0830350751610594
d_hype_wiki,train,0.6796401496507619,1685,0.5157270029673591,0.49258160237388726,0.5388724035608309,-0.01543026706231454
d_hype_wiki,holdout 2026,0.6796401496507619,232,0.4482758620689655,0.3879310344827586,0.5129310344827587,-0.14420062695924762
d_hype_attn,train,0.6620052558315288,1569,0.5054174633524537,0.4805608667941364,0.5289993626513703,-0.03511211541804288
d_hype_attn,holdout 2026,0.6620052558315288,153,0.5032679738562091,0.42483660130718953,0.5816993464052288,-0.03921568627450983
