year,category,sport,event,days,transcripts,url
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: REGIONAL 4 SEMIFINAL - OKLAHOMA VS UCONN,2,4,http://www.asapsports.com/show_events.php?event_id=206415&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+4+SEMIFINAL+-+OKLAHOMA+VS+UCONN
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL FINAL - TEXAS TECH VS FLORIDA,2,4,http://www.asapsports.com/show_events.php?event_id=206423&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+FINAL+-+TEXAS+TECH+VS+FLORIDA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: REGIONAL 4 SEMIFINAL - KANSAS STATE VS USC,2,4,http://www.asapsports.com/show_events.php?event_id=206429&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+4+SEMIFINAL+-+KANSAS+STATE+VS+USC
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL FINAL - ALABAMA VS DUKE,2,4,http://www.asapsports.com/show_events.php?event_id=206431&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+FINAL+-+ALABAMA+VS+DUKE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: REGIONAL 2 SEMIFINAL - NORTH CAROLINA VS  DUKE,2,6,http://www.asapsports.com/show_events.php?event_id=206368&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+2+SEMIFINAL+-+NORTH+CAROLINA+VS++DUKE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: REGIONAL 2 SEMIFINAL - NORTH CAROLINA VS DUKE,2,6,http://www.asapsports.com/show_events.php?event_id=206369&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+2+SEMIFINAL+-+NORTH+CAROLINA+VS+DUKE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: REGIONAL 2 SEMIFINAL - MARYLAND VS SOUTH CAROLINA,2,6,http://www.asapsports.com/show_events.php?event_id=206374&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+2+SEMIFINAL+-+MARYLAND+VS+SOUTH+CAROLINA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - OLE MISS VS MICHIGAN STATE,2,6,http://www.asapsports.com/show_events.php?event_id=206382&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+OLE+MISS+VS+MICHIGAN+STATE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: REGIONAL 1 SEMIFINAL - LSU VS NC STATE,2,4,http://www.asapsports.com/show_events.php?event_id=206385&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+1+SEMIFINAL+-+LSU+VS+NC+STATE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - KENTUCKY VS TENNESSEE,2,6,http://www.asapsports.com/show_events.php?event_id=206388&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+KENTUCKY+VS+TENNESSEE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - PURDUE VS HOUSTON,2,6,http://www.asapsports.com/show_events.php?event_id=206390&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+PURDUE+VS+HOUSTON
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - MICHIGAN VS AUBURN,2,6,http://www.asapsports.com/show_events.php?event_id=206391&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+MICHIGAN+VS+AUBURN
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: REGIONAL 1 SEMIFINAL - OLE MISS VS UCLA,2,4,http://www.asapsports.com/show_events.php?event_id=206393&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+1+SEMIFINAL+-+OLE+MISS+VS+UCLA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - BYU VS ALABAMA,2,6,http://www.asapsports.com/show_events.php?event_id=206337&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+BYU+VS+ALABAMA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - MARYLAND VS FLORIDA,2,3,http://www.asapsports.com/show_events.php?event_id=206338&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+MARYLAND+VS+FLORIDA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - ARKANSAS VS FLORIDA,2,3,http://www.asapsports.com/show_events.php?event_id=206340&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+ARKANSAS+VS+FLORIDA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - ARIZONA VS DUKE,2,6,http://www.asapsports.com/show_events.php?event_id=206341&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+ARIZONA+VS+DUKE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: REGIONAL SEMIFINAL - ARKANSAS VS TEXAS TECH,2,6,http://www.asapsports.com/show_events.php?event_id=206343&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+REGIONAL+SEMIFINAL+-+ARKANSAS+VS+TEXAS+TECH
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - MICHIGAN STATE VS NC STATE,2,6,http://www.asapsports.com/show_events.php?event_id=206246&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+MICHIGAN+STATE+VS+NC+STATE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - TEXAS VS ILLINOIS,2,5,http://www.asapsports.com/show_events.php?event_id=206248&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+TEXAS+VS+ILLINOIS
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - IOWA VS OKLAHOMA,2,6,http://www.asapsports.com/show_events.php?event_id=206250&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+IOWA+VS+OKLAHOMA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - ALABAMA VS MARYLAND,2,6,http://www.asapsports.com/show_events.php?event_id=206252&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+ALABAMA+VS+MARYLAND
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - FLORIDA STATE VS LSU,2,3,http://www.asapsports.com/show_events.php?event_id=206254&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+FLORIDA+STATE+VS+LSU
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - SAN DIEGO STATE VS LSU,4,6,http://www.asapsports.com/show_events.php?event_id=206255&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+SAN+DIEGO+STATE+VS+LSU
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - NORTH CAROLINA VS WEST VIRGINIA,2,5,http://www.asapsports.com/show_events.php?event_id=206256&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+NORTH+CAROLINA+VS+WEST+VIRGINIA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - SOUTH DAKOTA STATE VS UCONN,2,5,http://www.asapsports.com/show_events.php?event_id=206258&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+SOUTH+DAKOTA+STATE+VS+UCONN
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND -  MISSISSIPPI STATE VS USC,2,6,http://www.asapsports.com/show_events.php?event_id=206260&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-++MISSISSIPPI+STATE+VS+USC
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - OREGON VS DUKE,2,4,http://www.asapsports.com/show_events.php?event_id=206171&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+OREGON+VS+DUKE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - UCONN VS FLORIDA,2,6,http://www.asapsports.com/show_events.php?event_id=206176&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+UCONN+VS+FLORIDA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - MICHIGAN VS NOTRE DAME,2,7,http://www.asapsports.com/show_events.php?event_id=206191&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+MICHIGAN+VS+NOTRE+DAME
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - INDIANA VS SOUTH CAROLINA,2,4,http://www.asapsports.com/show_events.php?event_id=206197&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+INDIANA+VS+SOUTH+CAROLINA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - KANSAS STATE VS KENTUCKY,2,5,http://www.asapsports.com/show_events.php?event_id=206200&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+KANSAS+STATE+VS+KENTUCKY
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - BAYLOR VS DUKE,2,6,http://www.asapsports.com/show_events.php?event_id=206206&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+BAYLOR+VS+DUKE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - OLE MISS VS BAYLOR,2,5,http://www.asapsports.com/show_events.php?event_id=206216&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+OLE+MISS+VS+BAYLOR
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - LOUISVILLE VS TCU,2,4,http://www.asapsports.com/show_events.php?event_id=206217&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+LOUISVILLE+VS+TCU
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - ILLINOIS VS KENTUCKY,2,7,http://www.asapsports.com/show_events.php?event_id=206218&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+ILLINOIS+VS+KENTUCKY
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - SAINT MARY'S VS ALABAMA,2,4,http://www.asapsports.com/show_events.php?event_id=206222&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+SAINT+MARY%27S+VS+ALABAMA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - COLORADO STATE VS MARYLAND,2,4,http://www.asapsports.com/show_events.php?event_id=206224&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+COLORADO+STATE+VS+MARYLAND
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - TENNESSEE VS OHIO STATE,2,6,http://www.asapsports.com/show_events.php?event_id=206229&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+TENNESSEE+VS+OHIO+STATE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - OLE MISS VS IOWA STATE,2,6,http://www.asapsports.com/show_events.php?event_id=206231&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+OLE+MISS+VS+IOWA+STATE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - NEW MEXICO VS MICHIGAN STATE,2,4,http://www.asapsports.com/show_events.php?event_id=206236&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+NEW+MEXICO+VS+MICHIGAN+STATE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - OREGON VS ARIZONA,2,4,http://www.asapsports.com/show_events.php?event_id=206238&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+OREGON+VS+ARIZONA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - RICHMOND VS UCLA,2,4,http://www.asapsports.com/show_events.php?event_id=206240&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+RICHMOND+VS+UCLA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - MURRAY STATE. VS IOWA,2,6,http://www.asapsports.com/show_events.php?event_id=206048&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+MURRAY+STATE.+VS+IOWA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - MCNEESE VS PURDUE,2,4,http://www.asapsports.com/show_events.php?event_id=206055&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+MCNEESE+VS+PURDUE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP:SECOND ROUND - MICHIGAN VS NOTRE DAME,1,5,http://www.asapsports.com/show_events.php?event_id=206060&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3ASECOND+ROUND+-+MICHIGAN+VS+NOTRE+DAME
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - GREEN BAY VS ALABAMA,2,4,http://www.asapsports.com/show_events.php?event_id=206071&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+GREEN+BAY+VS+ALABAMA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - ARKANSAS STATE VS UCONN,2,4,http://www.asapsports.com/show_events.php?event_id=206077&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+ARKANSAS+STATE+VS+UCONN
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - FGCU VS OKLAHOMA,2,5,http://www.asapsports.com/show_events.php?event_id=206087&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+FGCU+VS+OKLAHOMA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - COLUMBIA VS WEST VIRGINIA,2,6,http://www.asapsports.com/show_events.php?event_id=206090&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+COLUMBIA+VS+WEST+VIRGINIA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - VERMONT VS NC STATE,2,6,http://www.asapsports.com/show_events.php?event_id=206098&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+VERMONT+VS+NC+STATE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND -  UNC GREENSBORO VS USC,2,6,http://www.asapsports.com/show_events.php?event_id=206103&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-++UNC+GREENSBORO+VS+USC
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - ARKANSAS VS ST. JOHN'S,2,4,http://www.asapsports.com/show_events.php?event_id=206104&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+ARKANSAS+VS+ST.+JOHN%27S
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - SOUTH DAKOTA STATE VS OKLAHOMA STATE,2,4,http://www.asapsports.com/show_events.php?event_id=206113&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+SOUTH+DAKOTA+STATE+VS+OKLAHOMA+STATE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - NORFOLK STATE VS MARYLAND,2,5,http://www.asapsports.com/show_events.php?event_id=206119&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+NORFOLK+STATE+VS+MARYLAND
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - OREGON STATE VS NORTH CAROLINA,2,6,http://www.asapsports.com/show_events.php?event_id=206120&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+OREGON+STATE+VS+NORTH+CAROLINA
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - HARVARD VS MICHIGAN STATE,2,6,http://www.asapsports.com/show_events.php?event_id=206123&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+HARVARD+VS+MICHIGAN+STATE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - MISSISSIPPI STATE VS CALIFORNIA,2,6,http://www.asapsports.com/show_events.php?event_id=206126&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+MISSISSIPPI+STATE+VS+CALIFORNIA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - DRAKE VS TEXAS TECH,2,6,http://www.asapsports.com/show_events.php?event_id=206127&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+DRAKE+VS+TEXAS+TECH
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - TEXAS A&M VS MICHIGAN,2,5,http://www.asapsports.com/show_events.php?event_id=206128&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+TEXAS+A%26M+VS+MICHIGAN
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - CREIGHTON VS ILLINOIS,2,5,http://www.asapsports.com/show_events.php?event_id=206137&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+CREIGHTON+VS+ILLINOIS
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - CREIGHTON VS AUBURN,2,6,http://www.asapsports.com/show_events.php?event_id=206139&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+CREIGHTON+VS+AUBURN
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - GEORGE MASON VS FLORIDA STATE,2,5,http://www.asapsports.com/show_events.php?event_id=206143&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+GEORGE+MASON+VS+FLORIDA+STATE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - BYU VS WISCONSIN,2,4,http://www.asapsports.com/show_events.php?event_id=206147&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+BYU+VS+WISCONSIN
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - GONZAGA VS HOUSTON,2,6,http://www.asapsports.com/show_events.php?event_id=206151&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+GONZAGA+VS+HOUSTON
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: SECOND ROUND - UCLA VS TENNESSEE,2,6,http://www.asapsports.com/show_events.php?event_id=206155&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+SECOND+ROUND+-+UCLA+VS+TENNESSEE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - WILLIAM & MARY VS TEXAS,2,5,http://www.asapsports.com/show_events.php?event_id=206156&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+WILLIAM+%26+MARY+VS+TEXAS
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - SAN DIEGO STATE VS LSU,2,2,http://www.asapsports.com/show_events.php?event_id=206157&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+SAN+DIEGO+STATE+VS+LSU
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - IOWA STATE VS MICHIGAN,2,4,http://www.asapsports.com/show_events.php?event_id=205888&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+IOWA+STATE+VS+MICHIGAN
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - MISSISSIPPI STATE VS BAYLOR,2,6,http://www.asapsports.com/show_events.php?event_id=205892&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+MISSISSIPPI+STATE+VS+BAYLOR
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - LIBERTY VS KENTUCKY,2,6,http://www.asapsports.com/show_events.php?event_id=205893&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+LIBERTY+VS+KENTUCKY
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - ROBERT MORRIS VS ALABAMA,2,4,http://www.asapsports.com/show_events.php?event_id=205913&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+ROBERT+MORRIS+VS+ALABAMA
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - LIPSCOMB VS IOWA STATE,2,7,http://www.asapsports.com/show_events.php?event_id=205916&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+LIPSCOMB+VS+IOWA+STATE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - INDIANA VS UTAH,2,4,http://www.asapsports.com/show_events.php?event_id=205922&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+INDIANA+VS+UTAH
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - FAIRFIELD VS KANSAS STATE,2,5,http://www.asapsports.com/show_events.php?event_id=205929&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+FAIRFIELD+VS+KANSAS+STATE
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - COLORADO STATE VS MEMPHIS,2,6,http://www.asapsports.com/show_events.php?event_id=205930&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+COLORADO+STATE+VS+MEMPHIS
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - MOUNT ST. MARY'S VS DUKE,2,6,http://www.asapsports.com/show_events.php?event_id=205944&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+MOUNT+ST.+MARY%27S+VS+DUKE
2025,11,Basketball,NCAA WOMEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - STEPHEN F. AUSTIN VS NOTRE DAME,2,4,http://www.asapsports.com/show_events.php?event_id=205946&category=11&year=2025&title=NCAA+WOMEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+STEPHEN+F.+AUSTIN+VS+NOTRE+DAME
2025,11,Basketball,NCAA MEN'S BASKETBALL CHAMPIONSHIP: FIRST ROUND - VANDERBILT VS SAINT MARY'S,2,4,http://www.asapsports.com/show_events.php?event_id=205952&category=11&year=2025&title=NCAA+MEN%27S+BASKETBALL+CHAMPIONSHIP%3A+FIRST+ROUND+-+VANDERBILT+VS+SAINT+MARY%27S
